epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,7799.21,1.47494,1.14249,0.00902,0.77767,0.6634,0.74576,0.45282,1.44464,1.01185,0.01216,0.0079012,0.0079012,0.0079012
108,7869.97,1.4974,1.17259,0.00891,0.78773,0.65698,0.75355,0.45985,1.40352,0.97846,0.01157,0.0078814,0.0078814,0.0078814
109,7940.21,1.4935,1.17111,0.00883,0.77239,0.66605,0.74529,0.44885,1.41144,1.0226,0.01157,0.0078616,0.0078616,0.0078616
110,8011.18,1.50847,1.15003,0.00857,0.79032,0.65796,0.7452,0.44787,1.44041,1.00054,0.01199,0.0078418,0.0078418,0.0078418
111,8081.56,1.51395,1.16857,0.009,0.76662,0.68253,0.74911,0.45231,1.44649,0.99555,0.01225,0.007822,0.007822,0.007822
112,8151.75,1.49967,1.15522,0.00882,0.78975,0.66882,0.75233,0.44804,1.4313,1.01688,0.01208,0.0078022,0.0078022,0.0078022
113,8222.59,1.47576,1.12396,0.00887,0.7914,0.67979,0.75497,0.45455,1.43062,0.96889,0.01193,0.0077824,0.0077824,0.0077824
114,8293.18,1.49735,1.13691,0.00874,0.81872,0.67429,0.75682,0.46409,1.39873,1.00328,0.0114,0.0077626,0.0077626,0.0077626
115,8363.49,1.48157,1.10505,0.00878,0.78341,0.69456,0.76515,0.45246,1.42984,0.96881,0.01171,0.0077428,0.0077428,0.0077428
116,8433.84,1.45068,1.07861,0.00882,0.78931,0.69493,0.76829,0.45758,1.41812,0.9504,0.0115,0.007723,0.007723,0.007723
117,8504.1,1.49326,1.1211,0.00881,0.78743,0.68177,0.76022,0.46291,1.39393,0.96667,0.01133,0.0077032,0.0077032,0.0077032
118,8574.91,1.48042,1.13303,0.0088,0.78866,0.69272,0.76552,0.45464,1.40863,0.96324,0.01132,0.0076834,0.0076834,0.0076834
119,8645.42,1.4762,1.11753,0.00849,0.77295,0.69633,0.76201,0.46607,1.40058,0.96351,0.0114,0.0076636,0.0076636,0.0076636
120,8715.77,1.44785,1.08249,0.00841,0.8062,0.68423,0.76689,0.46552,1.40841,0.94537,0.0114,0.0076438,0.0076438,0.0076438
121,8785.87,1.44189,1.09904,0.0086,0.79911,0.69331,0.76952,0.4735,1.40118,0.93845,0.0116,0.007624,0.007624,0.007624
